"source_url","source_title","source_name","level_hint","duration_minutes_hint","youtube_video_id","thumbnail_url","notes","priority","topic_bucket","import_batch","curation_status","sort_priority"
"https://www.youtube.com/watch?v=Xbv4IIqwW-4","Which country has the best schools?","BBC Learning English","B1","6","Xbv4IIqwW-4","https://i.ytimg.com/vi/Xbv4IIqwW-4/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","learning-memory","bbc-6min-001","approved","30"
"https://www.youtube.com/watch?v=j2PdEQpu5js","Why you need a good night's sleep","BBC Learning English","B1","6","j2PdEQpu5js","https://i.ytimg.com/vi/j2PdEQpu5js/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","health-wellbeing","bbc-6min-001","approved","31"
"https://www.youtube.com/watch?v=R_0E8HBxYN8","Why pay for bottled water?","BBC Learning English","B1","6","R_0E8HBxYN8","https://i.ytimg.com/vi/R_0E8HBxYN8/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","health-wellbeing","bbc-6min-001","approved","32"
"https://www.youtube.com/watch?v=iKzpnVWdZ70","Are you getting enough exercise?","BBC Learning English","B1","6","iKzpnVWdZ70","https://i.ytimg.com/vi/iKzpnVWdZ70/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","health-wellbeing","bbc-6min-001","approved","33"
"https://www.youtube.com/watch?v=3hwEplr-g5w","Should we eat less rice?","BBC Learning English","B1","6","3hwEplr-g5w","https://i.ytimg.com/vi/3hwEplr-g5w/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","medium","food-consumer","bbc-6min-001","approved","34"
"https://www.youtube.com/watch?v=7BIp53who2A","Do you get jealous easily?","BBC Learning English","B1","6","7BIp53who2A","https://i.ytimg.com/vi/7BIp53who2A/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","health-wellbeing","bbc-6min-001","approved","35"
"https://www.youtube.com/watch?v=vP3VOKBcloo","Why do we procrastinate?","BBC Learning English","B2","6","vP3VOKBcloo","https://i.ytimg.com/vi/vP3VOKBcloo/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","medium","lifestyle-growth","bbc-6min-001","approved","36"
"https://www.youtube.com/watch?v=KLz5u2pH-yM","Can music mend a broken heart?","BBC Learning English","B1","6","KLz5u2pH-yM","https://i.ytimg.com/vi/KLz5u2pH-yM/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","medium","lifestyle-growth","bbc-6min-001","approved","37"
"https://www.youtube.com/watch?v=FjU9qyTZ_OU","Addicted to sugar","BBC Learning English","B1","6","FjU9qyTZ_OU","https://i.ytimg.com/vi/FjU9qyTZ_OU/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","medium","food-consumer","bbc-6min-001","approved","38"
"https://www.youtube.com/watch?v=2lxvNnGkdTo","What's your favourite snack?","BBC Learning English","B1","6","2lxvNnGkdTo","https://i.ytimg.com/vi/2lxvNnGkdTo/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","medium","food-consumer","bbc-6min-001","approved","39"
"https://www.youtube.com/watch?v=u6QrbYDsj1g","Anxious about talking to new people?","BBC Learning English","B1","6","u6QrbYDsj1g","https://i.ytimg.com/vi/u6QrbYDsj1g/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","health-wellbeing","bbc-6min-001","approved","40"
"https://www.youtube.com/watch?v=YAsDeXcYyTg","Scared to speak English?","BBC Learning English","B1","6","YAsDeXcYyTg","https://i.ytimg.com/vi/YAsDeXcYyTg/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","learning-memory","bbc-6min-001","approved","41"
"https://www.youtube.com/watch?v=C830bmzNjDc","Is breakfast the most important meal of the day?","BBC Learning English","B1","6","C830bmzNjDc","https://i.ytimg.com/vi/C830bmzNjDc/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","food-consumer","bbc-6min-001","approved","42"
"https://www.youtube.com/watch?v=ybQORSQWWdc","Using 'x' for 'kisses'","BBC Learning English","B1","6","ybQORSQWWdc","https://i.ytimg.com/vi/ybQORSQWWdc/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","society-culture","bbc-6min-001","approved","43"
"https://www.youtube.com/watch?v=xGhbhWUqL-w","The art of conversation","BBC Learning English","B1","6","xGhbhWUqL-w","https://i.ytimg.com/vi/xGhbhWUqL-w/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","society-culture","bbc-6min-001","approved","44"
"https://www.youtube.com/watch?v=4YHtcINPkjM","The teenage brain","BBC Learning English","B1","6","4YHtcINPkjM","https://i.ytimg.com/vi/4YHtcINPkjM/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","health-wellbeing","bbc-6min-001","approved","45"
"https://www.youtube.com/watch?v=p0SUyXLS-ME","Dancing for the brain","BBC Learning English","B1","6","p0SUyXLS-ME","https://i.ytimg.com/vi/p0SUyXLS-ME/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","health-wellbeing","bbc-6min-001","approved","46"
"https://www.youtube.com/watch?v=UIg6n0ypaHw","Street food: Why is it becoming popular?","BBC Learning English","B1","6","UIg6n0ypaHw","https://i.ytimg.com/vi/UIg6n0ypaHw/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","food-consumer","bbc-6min-001","approved","47"
"https://www.youtube.com/watch?v=s1HxJVusR2w","What is the future of work?","BBC Learning English","B2","6","s1HxJVusR2w","https://i.ytimg.com/vi/s1HxJVusR2w/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","work-future","bbc-6min-001","approved","48"
"https://www.youtube.com/watch?v=WjFQIP8w5Jw","English for dating online","BBC Learning English","B2","6","WjFQIP8w5Jw","https://i.ytimg.com/vi/WjFQIP8w5Jw/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","society-culture","bbc-6min-001","approved","49"
"https://www.youtube.com/watch?v=H4yeMxZ07zY","Less salt, better health","BBC Learning English","B1","6","H4yeMxZ07zY","https://i.ytimg.com/vi/H4yeMxZ07zY/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","food-consumer","bbc-6min-001","approved","50"
"https://www.youtube.com/watch?v=TVHePsQLa3w","Do you have a second job?","BBC Learning English","B2","6","TVHePsQLa3w","https://i.ytimg.com/vi/TVHePsQLa3w/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","work-future","bbc-6min-001","approved","51"
"https://www.youtube.com/watch?v=WsKg6HsoDaw","Doomscrolling: Why do we do it?","BBC Learning English","B2","6","WsKg6HsoDaw","https://i.ytimg.com/vi/WsKg6HsoDaw/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","society-culture","bbc-6min-001","approved","52"
"https://www.youtube.com/watch?v=1lNbOH-cvl8","How babies learn to talk","BBC Learning English","B1","6","1lNbOH-cvl8","https://i.ytimg.com/vi/1lNbOH-cvl8/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","learning-memory","bbc-6min-001","approved","53"
"https://www.youtube.com/watch?v=Y5sSvaAKF90","What and where is Little Italy?","BBC Learning English","B1","6","Y5sSvaAKF90","https://i.ytimg.com/vi/Y5sSvaAKF90/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","society-culture","bbc-6min-001","approved","54"
"https://www.youtube.com/watch?v=vdS3QBy9WeU","Bitter food, better health?","BBC Learning English","B1","6","vdS3QBy9WeU","https://i.ytimg.com/vi/vdS3QBy9WeU/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","food-consumer","bbc-6min-001","approved","55"
"https://www.youtube.com/watch?v=5kr5ADrMeYU","Learning a new food culture","BBC Learning English","B1","6","5kr5ADrMeYU","https://i.ytimg.com/vi/5kr5ADrMeYU/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","food-consumer","bbc-6min-001","approved","56"
"https://www.youtube.com/watch?v=bywWgD9yJq0","Our love of pets","BBC Learning English","B1","6","bywWgD9yJq0","https://i.ytimg.com/vi/bywWgD9yJq0/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","society-culture","bbc-6min-001","approved","57"
"https://www.youtube.com/watch?v=rQK37u961Eo","Can you keep a secret?","BBC Learning English","B1","6","rQK37u961Eo","https://i.ytimg.com/vi/rQK37u961Eo/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","society-culture","bbc-6min-001","approved","58"
"https://www.youtube.com/watch?v=rvZWLTtEyoU","The art of subtitling","BBC Learning English","B2","6","rvZWLTtEyoU","https://i.ytimg.com/vi/rvZWLTtEyoU/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","high","learning-memory","bbc-6min-001","approved","59"
"https://www.youtube.com/watch?v=8p7HytjrKj4","The hidden life of buffets","BBC Learning English","B1","6","8p7HytjrKj4","https://i.ytimg.com/vi/8p7HytjrKj4/hqdefault.jpg","6 Minute English playlist metadata only; review before import.","low","food-consumer","bbc-6min-001","approved","60"
